"Season","Team","GP","W","L","PTS","PCT","GF","GA","PP.","PK.","League","MemorialCupYear","MemorialCupWinner","CleanedTeam","TeamYearID"
"98_99","Swift Current Broncos",72,34,28,74,0.514,232,211,0.172,0.826,"WHL",1999,"0","Swift Current Broncos","Swift Current Broncos_1999"
"98_99","Prince George Cougars",72,34,30,74,0.514,255,264,0.156,0.758,"WHL",1999,"0","Prince George Cougars","Prince George Cougars_1999"
"98_99","Red Deer Rebels",72,34,32,73,0.507,274,250,0.197,0.815,"WHL",1999,"0","Red Deer Rebels","Red Deer Rebels_1999"
"98_99","Lethbridge Hurricanes",72,31,29,71,0.493,224,215,0.18,0.863,"WHL",1999,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_1999"
"98_99","Kootenay Ice",72,30,34,67,0.465,245,276,0.137,0.774,"WHL",1999,"0","Kootenay Ice","Kootenay Ice_1999"
"98_99","Portland Winter Hawks",72,23,32,59,0.41,215,278,0.178,0.819,"WHL",1999,"0","Portland Winter Hawks","Portland Winter Hawks_1999"
"98_99","Kelowna Rockets",72,25,39,55,0.382,224,282,0.187,0.803,"WHL",1999,"0","Kelowna Rockets","Kelowna Rockets_1999"
"98_99","Regina Pats",72,24,40,53,0.368,238,312,0.199,0.764,"WHL",1999,"0","Regina Pats","Regina Pats_1999"
"98_99","Spokane Chiefs",72,19,43,47,0.326,193,268,0.133,0.806,"WHL",1999,"0","Spokane Chiefs","Spokane Chiefs_1999"
"98_99","Saskatoon Blades",72,16,45,39,0.271,184,291,0.179,0.802,"WHL",1999,"0","Saskatoon Blades","Saskatoon Blades_1999"
"98_99","Medicine Hat Tigers",72,15,53,31,0.215,185,323,0.127,0.78,"WHL",1999,"0","Medicine Hat Tigers","Medicine Hat Tigers_1999"
"99_00","Calgary Hitmen",72,58,10,120,0.833,313,182,0.246,0.863,"WHL",2000,"0","Calgary Hitmen","Calgary Hitmen_2000"
"99_00","Swift Current Broncos",72,47,18,101,0.701,257,170,0.207,0.851,"WHL",2000,"0","Swift Current Broncos","Swift Current Broncos_2000"
"99_00","Spokane Chiefs",72,47,19,100,0.694,272,191,0.198,0.845,"WHL",2000,"0","Spokane Chiefs","Spokane Chiefs_2000"
"99_00","Kootenay Ice",72,44,14,102,0.708,275,200,0.222,0.853,"WHL",2000,"0","Kootenay Ice","Kootenay Ice_2000"
"99_00","Prince George Cougars",72,43,20,95,0.66,279,228,0.233,0.813,"WHL",2000,"0","Prince George Cougars","Prince George Cougars_2000"
"99_00","Seattle Thunderbirds",72,34,26,80,0.556,250,221,0.183,0.838,"WHL",2000,"0","Seattle Thunderbirds","Seattle Thunderbirds_2000"
"99_00","Saskatoon Blades",72,34,27,79,0.549,216,223,0.177,0.781,"WHL",2000,"0","Saskatoon Blades","Saskatoon Blades_2000"
"99_00","Kamloops Blazers",72,36,30,78,0.542,244,228,0.173,0.825,"WHL",2000,"0","Kamloops Blazers","Kamloops Blazers_2000"
"99_00","Regina Pats",72,32,29,75,0.521,234,255,0.2,0.811,"WHL",2000,"0","Regina Pats","Regina Pats_2000"
"99_00","Red Deer Rebels",72,32,31,73,0.507,227,229,0.147,0.787,"WHL",2000,"0","Red Deer Rebels","Red Deer Rebels_2000"
"99_00","Prince Albert Raiders",72,26,33,65,0.451,221,257,0.195,0.795,"WHL",2000,"0","Prince Albert Raiders","Prince Albert Raiders_2000"
"99_00","Moose Jaw Warriors",72,25,34,63,0.438,221,259,0.195,0.797,"WHL",2000,"0","Moose Jaw Warriors","Moose Jaw Warriors_2000"
"99_00","Lethbridge Hurricanes",72,25,38,59,0.41,220,250,0.183,0.813,"WHL",2000,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2000"
"99_00","Brandon Wheat Kings",72,25,38,59,0.41,212,260,0.176,0.815,"WHL",2000,"0","Brandon Wheat Kings","Brandon Wheat Kings_2000"
"99_00","Kelowna Rockets",72,25,40,57,0.396,193,228,0.146,0.83,"WHL",2000,"0","Kelowna Rockets","Kelowna Rockets_2000"
"99_00","Tri-City Americans",72,24,39,57,0.396,231,288,0.183,0.747,"WHL",2000,"0","City Americans","City Americans_2000"
"99_00","Medicine Hat Tigers",72,21,39,54,0.375,222,295,0.168,0.784,"WHL",2000,"0","Medicine Hat Tigers","Medicine Hat Tigers_2000"
"99_00","Portland Winter Hawks",72,16,49,39,0.271,173,296,0.137,0.77,"WHL",2000,"0","Portland Winter Hawks","Portland Winter Hawks_2000"
"00_01","Red Deer Rebels",72,54,12,114,0.792,304,168,0.217,0.892,"WHL",2001,"1","Red Deer Rebels","Red Deer Rebels_2001"
"00_01","Kelowna Rockets",72,37,23,86,0.597,259,240,0.22,0.791,"WHL",2001,"0","Kelowna Rockets","Kelowna Rockets_2001"
"00_01","Regina Pats",72,40,27,85,0.59,285,242,0.181,0.824,"WHL",2001,"0","Regina Pats","Regina Pats_2001"
"00_01","Kootenay Ice",72,45,17,100,0.694,286,213,0.228,0.844,"WHL",2001,"0","Kootenay Ice","Kootenay Ice_2001"
"00_01","Swift Current Broncos",72,43,20,95,0.66,275,215,0.205,0.816,"WHL",2001,"0","Swift Current Broncos","Swift Current Broncos_2001"
"00_01","Calgary Hitmen",72,37,27,82,0.569,284,250,0.188,0.806,"WHL",2001,"0","Calgary Hitmen","Calgary Hitmen_2001"
"00_01","Portland Winter Hawks",72,37,27,82,0.569,254,237,0.196,0.807,"WHL",2001,"0","Portland Winter Hawks","Portland Winter Hawks_2001"
"00_01","Kamloops Blazers",72,35,28,79,0.549,289,274,0.214,0.792,"WHL",2001,"0","Kamloops Blazers","Kamloops Blazers_2001"
"00_01","Spokane Chiefs",72,35,28,79,0.549,242,219,0.186,0.814,"WHL",2001,"0","Spokane Chiefs","Spokane Chiefs_2001"
"00_01","Moose Jaw Warriors",72,34,29,77,0.535,287,291,0.181,0.792,"WHL",2001,"0","Moose Jaw Warriors","Moose Jaw Warriors_2001"
"00_01","Brandon Wheat Kings",72,32,32,72,0.5,244,242,0.167,0.805,"WHL",2001,"0","Brandon Wheat Kings","Brandon Wheat Kings_2001"
"00_01","Prince George Cougars",72,31,33,70,0.486,242,266,0.211,0.782,"WHL",2001,"0","Prince George Cougars","Prince George Cougars_2001"
"00_01","Seattle Thunderbirds",72,30,33,69,0.479,262,299,0.229,0.785,"WHL",2001,"0","Seattle Thunderbirds","Seattle Thunderbirds_2001"
"00_01","Lethbridge Hurricanes",72,29,35,66,0.458,200,229,0.151,0.859,"WHL",2001,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2001"
"00_01","Tri-City Americans",72,21,36,57,0.396,217,284,0.171,0.784,"WHL",2001,"0","City Americans","City Americans_2001"
"00_01","Medicine Hat Tigers",72,24,40,56,0.389,271,316,0.144,0.775,"WHL",2001,"0","Medicine Hat Tigers","Medicine Hat Tigers_2001"
"00_01","Saskatoon Blades",72,19,43,48,0.333,193,265,0.184,0.834,"WHL",2001,"0","Saskatoon Blades","Saskatoon Blades_2001"
"00_01","Prince Albert Raiders",72,18,47,43,0.299,204,348,0.16,0.763,"WHL",2001,"0","Prince Albert Raiders","Prince Albert Raiders_2001"
"01_02","Red Deer xy - Red Deer Rebels",72,46,18,100,0.694,264,184,0.204,0.809,"WHL",2002,"0","Red Deer Rebels","Red Deer Rebels_2002"
"01_02","Brandon xy - Brandon Wheat Kings",72,43,23,92,0.639,261,210,0.214,0.85,"WHL",2002,"0","Brandon Wheat Kings","Brandon Wheat Kings_2002"
"01_02","Kamloops xy - Kamloops Blazers",72,38,25,85,0.59,263,230,0.192,0.819,"WHL",2002,"0","Kamloops Blazers","Kamloops Blazers_2002"
"01_02","Portland xy - Portland Winter Hawks",72,36,25,83,0.576,269,243,0.187,0.815,"WHL",2002,"0","Portland Winter Hawks","Portland Winter Hawks_2002"
"01_02","Swift Current x - Swift Current Broncos",72,42,17,97,0.674,274,218,0.213,0.835,"WHL",2002,"0","Swift Current Broncos","Swift Current Broncos_2002"
"01_02","Regina x - Regina Pats",72,40,20,92,0.639,252,192,0.179,0.838,"WHL",2002,"0","Regina Pats","Regina Pats_2002"
"01_02","Kootenay x - Kootenay Ice",72,38,27,83,0.576,276,223,0.233,0.841,"WHL",2002,"1","Kootenay Ice","Kootenay Ice_2002"
"01_02","Spokane x - Spokane Chiefs",72,33,25,80,0.556,223,206,0.206,0.839,"WHL",2002,"0","Spokane Chiefs","Spokane Chiefs_2002"
"01_02","Prince George x - Prince George Cougars",72,34,27,79,0.549,244,215,0.179,0.847,"WHL",2002,"0","Prince George Cougars","Prince George Cougars_2002"
"01_02","Kelowna x - Kelowna Rockets",72,31,26,77,0.535,257,232,0.233,0.81,"WHL",2002,"0","Kelowna Rockets","Kelowna Rockets_2002"
"01_02","Calgary x - Calgary Hitmen",72,33,33,72,0.5,271,281,0.23,0.799,"WHL",2002,"0","Calgary Hitmen","Calgary Hitmen_2002"
"01_02","Lethbridge x - Lethbridge Hurricanes",72,33,33,72,0.5,266,247,0.2,0.816,"WHL",2002,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2002"
"01_02","Tri-City x - Tri-City Americans",72,31,31,72,0.5,260,271,0.188,0.773,"WHL",2002,"0","City Americans","City Americans_2002"
"01_02","Moose Jaw x - Moose Jaw Warriors",72,30,34,68,0.472,226,239,0.158,0.803,"WHL",2002,"0","Moose Jaw Warriors","Moose Jaw Warriors_2002"
"01_02","Medicine Hat Medicine Hat Tigers",72,30,36,66,0.458,277,316,0.186,0.781,"WHL",2002,"0","Medicine Hat Tigers","Medicine Hat Tigers_2002"
"01_02","Saskatoon x - Saskatoon Blades",72,27,37,62,0.431,216,257,0.182,0.8,"WHL",2002,"0","Saskatoon Blades","Saskatoon Blades_2002"
"01_02","Prince Albert Prince Albert Raiders",72,26,41,57,0.396,234,324,0.173,0.771,"WHL",2002,"0","Prince Albert Raiders","Prince Albert Raiders_2002"
"01_02","Seattle Seattle Thunderbirds",72,21,40,53,0.368,235,313,0.197,0.751,"WHL",2002,"0","Seattle Thunderbirds","Seattle Thunderbirds_2002"
"01_02","Vancouver Vancouver Giants",72,13,49,36,0.25,198,365,0.167,0.707,"WHL",2002,"0","Vancouver Giants","Vancouver Giants_2002"
"02_03","Kelowna xy - Kelowna Rockets",72,51,14,109,0.757,311,164,0.23,0.885,"WHL",2003,"0","Kelowna Rockets","Kelowna Rockets_2003"
"02_03","Red Deer xy - Red Deer Rebels",72,50,17,105,0.729,271,160,0.211,0.851,"WHL",2003,"0","Red Deer Rebels","Red Deer Rebels_2003"
"02_03","Brandon xy - Brandon Wheat Kings",72,43,17,98,0.681,258,187,0.208,0.859,"WHL",2003,"0","Brandon Wheat Kings","Brandon Wheat Kings_2003"
"02_03","Seattle xy - Seattle Thunderbirds",72,44,22,94,0.653,280,224,0.189,0.821,"WHL",2003,"0","Seattle Thunderbirds","Seattle Thunderbirds_2003"
"02_03","Swift Current x - Swift Current Broncos",72,38,24,86,0.597,240,215,0.178,0.827,"WHL",2003,"0","Swift Current Broncos","Swift Current Broncos_2003"
"02_03","Moose Jaw x - Moose Jaw Warriors",72,36,22,86,0.597,266,208,0.204,0.858,"WHL",2003,"0","Moose Jaw Warriors","Moose Jaw Warriors_2003"
"02_03","Saskatoon x - Saskatoon Blades",72,40,27,85,0.59,234,205,0.193,0.839,"WHL",2003,"0","Saskatoon Blades","Saskatoon Blades_2003"
"02_03","Kamloops x - Kamloops Blazers",72,39,27,84,0.583,261,222,0.188,0.811,"WHL",2003,"0","Kamloops Blazers","Kamloops Blazers_2003"
"02_03","Kootenay x - Kootenay Ice",72,36,25,83,0.576,234,202,0.179,0.861,"WHL",2003,"0","Kootenay Ice","Kootenay Ice_2003"
"02_03","Regina x - Regina Pats",72,25,28,69,0.479,171,217,0.139,0.826,"WHL",2003,"0","Regina Pats","Regina Pats_2003"
"02_03","Medicine Hat x - Medicine Hat Tigers",72,29,34,67,0.465,278,314,0.174,0.778,"WHL",2003,"0","Medicine Hat Tigers","Medicine Hat Tigers_2003"
"02_03","Calgary x - Calgary Hitmen",72,27,36,63,0.438,240,260,0.165,0.776,"WHL",2003,"0","Calgary Hitmen","Calgary Hitmen_2003"
"02_03","Prince Albert Prince Albert Raiders",72,27,37,62,0.431,185,258,0.138,0.778,"WHL",2003,"0","Prince Albert Raiders","Prince Albert Raiders_2003"
"02_03","Spokane x - Spokane Chiefs",72,26,36,62,0.431,216,261,0.194,0.807,"WHL",2003,"0","Spokane Chiefs","Spokane Chiefs_2003"
"02_03","Lethbridge Lethbridge Hurricanes",72,28,39,61,0.424,236,303,0.174,0.81,"WHL",2003,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2003"
"02_03","Vancouver x - Vancouver Giants",72,26,37,61,0.424,217,292,0.159,0.816,"WHL",2003,"0","Vancouver Giants","Vancouver Giants_2003"
"02_03","Prince George x - Prince George Cougars",72,26,41,57,0.396,257,317,0.158,0.762,"WHL",2003,"0","Prince George Cougars","Prince George Cougars_2003"
"02_03","Portland x - Portland Winter Hawks",72,19,40,51,0.354,192,243,0.168,0.829,"WHL",2003,"0","Portland Winter Hawks","Portland Winter Hawks_2003"
"02_03","Tri-City Tri-City Americans",72,20,44,48,0.333,240,335,0.163,0.776,"WHL",2003,"0","City Americans","City Americans_2003"
"03_04","Kelowna xy - Kelowna Rockets",72,47,21,98,0.681,185,125,0.141,0.899,"WHL",2004,"1","Kelowna Rockets","Kelowna Rockets_2004"
"03_04","Medicine Hat xy - Medicine Hat Tigers",72,40,20,92,0.639,277,216,0.235,0.813,"WHL",2004,"0","Medicine Hat Tigers","Medicine Hat Tigers_2004"
"03_04","Moose Jaw xy - Moose Jaw Warriors",72,41,22,91,0.632,209,172,0.166,0.856,"WHL",2004,"0","Moose Jaw Warriors","Moose Jaw Warriors_2004"
"03_04","Everett xy - Everett Silvertips",72,35,27,80,0.556,157,153,0.135,0.895,"WHL",2004,"0","Everett Silvertips","Everett Silvertips_2004"
"03_04","Prince Albert x - Prince Albert Raiders",72,38,23,87,0.604,215,186,0.228,0.813,"WHL",2004,"0","Prince Albert Raiders","Prince Albert Raiders_2004"
"03_04","Red Deer x - Red Deer Rebels",72,35,22,85,0.59,167,169,0.174,0.851,"WHL",2004,"0","Red Deer Rebels","Red Deer Rebels_2004"
"03_04","Calgary x - Calgary Hitmen",72,34,24,82,0.569,220,187,0.185,0.795,"WHL",2004,"0","Calgary Hitmen","Calgary Hitmen_2004"
"03_04","Vancouver x - Vancouver Giants",72,33,24,81,0.563,215,196,0.153,0.875,"WHL",2004,"0","Vancouver Giants","Vancouver Giants_2004"
"03_04","Swift Current x - Swift Current Broncos",72,36,29,79,0.549,234,209,0.17,0.827,"WHL",2004,"0","Swift Current Broncos","Swift Current Broncos_2004"
"03_04","Kamloops x - Kamloops Blazers",72,34,28,78,0.542,192,182,0.129,0.859,"WHL",2004,"0","Kamloops Blazers","Kamloops Blazers_2004"
"03_04","Portland x - Portland Winter Hawks",72,34,29,77,0.535,199,206,0.192,0.851,"WHL",2004,"0","Portland Winter Hawks","Portland Winter Hawks_2004"
"03_04","Tri-City x - Tri-City Americans",72,31,27,76,0.528,205,197,0.181,0.831,"WHL",2004,"0","City Americans","City Americans_2004"
"03_04","Spokane x - Spokane Chiefs",72,32,29,75,0.521,200,215,0.196,0.824,"WHL",2004,"0","Spokane Chiefs","Spokane Chiefs_2004"
"03_04","Kootenay x - Kootenay Ice",72,32,30,74,0.514,183,200,0.139,0.818,"WHL",2004,"0","Kootenay Ice","Kootenay Ice_2004"
"03_04","Lethbridge Lethbridge Hurricanes",72,27,28,71,0.493,196,203,0.161,0.839,"WHL",2004,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2004"
"03_04","Prince George Prince George Cougars",72,30,34,68,0.472,214,236,0.169,0.823,"WHL",2004,"0","Prince George Cougars","Prince George Cougars_2004"
"03_04","Brandon x - Brandon Wheat Kings",72,28,32,68,0.472,230,224,0.212,0.814,"WHL",2004,"0","Brandon Wheat Kings","Brandon Wheat Kings_2004"
"03_04","Seattle Seattle Thunderbirds",72,24,31,65,0.451,192,198,0.123,0.819,"WHL",2004,"0","Seattle Thunderbirds","Seattle Thunderbirds_2004"
"03_04","Regina x - Regina Pats",72,24,37,59,0.41,155,232,0.149,0.788,"WHL",2004,"0","Regina Pats","Regina Pats_2004"
"03_04","Saskatoon Saskatoon Blades",72,7,52,27,0.188,140,279,0.143,0.758,"WHL",2004,"0","Saskatoon Blades","Saskatoon Blades_2004"
"04_05","Kootenay xy - Kootenay Ice",72,47,15,104,0.722,218,137,0.19,0.855,"WHL",2005,"0","Kootenay Ice","Kootenay Ice_2005"
"04_05","Kelowna x - Kelowna Rockets",72,45,13,104,0.722,215,139,0.213,0.857,"WHL",2005,"0","Kelowna Rockets","Kelowna Rockets_2005"
"04_05","Medicine Hat xy - Medicine Hat Tigers",72,45,21,96,0.667,234,143,0.198,0.867,"WHL",2005,"0","Medicine Hat Tigers","Medicine Hat Tigers_2005"
"04_05","Brandon xy - Brandon Wheat Kings",72,45,21,96,0.667,255,199,0.242,0.852,"WHL",2005,"0","Brandon Wheat Kings","Brandon Wheat Kings_2005"
"04_05","Seattle xy - Seattle Thunderbirds",72,43,24,91,0.632,204,144,0.126,0.869,"WHL",2005,"0","Seattle Thunderbirds","Seattle Thunderbirds_2005"
"04_05","Lethbridge x - Lethbridge Hurricanes",72,39,20,91,0.632,222,162,0.174,0.841,"WHL",2005,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2005"
"04_05","Saskatoon x - Saskatoon Blades",72,37,23,86,0.597,234,215,0.166,0.811,"WHL",2005,"0","Saskatoon Blades","Saskatoon Blades_2005"
"04_05","Calgary x - Calgary Hitmen",72,34,23,83,0.576,200,183,0.185,0.84,"WHL",2005,"0","Calgary Hitmen","Calgary Hitmen_2005"
"04_05","Portland x - Portland Winter Hawks",72,35,27,80,0.556,204,198,0.182,0.855,"WHL",2005,"0","Portland Winter Hawks","Portland Winter Hawks_2005"
"04_05","Everett x - Everett Silvertips",72,33,28,77,0.535,167,149,0.18,0.888,"WHL",2005,"0","Everett Silvertips","Everett Silvertips_2005"
"04_05","Vancouver x - Vancouver Giants",72,34,30,76,0.528,212,205,0.163,0.855,"WHL",2005,"0","Vancouver Giants","Vancouver Giants_2005"
"04_05","Prince Albert x - Prince Albert Raiders",72,31,32,71,0.493,185,191,0.187,0.823,"WHL",2005,"0","Prince Albert Raiders","Prince Albert Raiders_2005"
"04_05","Red Deer x - Red Deer Rebels",72,36,26,82,0.569,206,200,0.197,0.789,"WHL",2005,"0","Red Deer Rebels","Red Deer Rebels_2005"
"04_05","Tri-City x - Tri-City Americans",72,26,34,64,0.444,172,196,0.161,0.862,"WHL",2005,"0","City Americans","City Americans_2005"
"04_05","Kamloops x - Kamloops Blazers",72,26,37,61,0.424,161,211,0.155,0.797,"WHL",2005,"0","Kamloops Blazers","Kamloops Blazers_2005"
"04_05","Spokane Spokane Chiefs",72,24,38,58,0.403,192,230,0.126,0.81,"WHL",2005,"0","Spokane Chiefs","Spokane Chiefs_2005"
"04_05","Prince George Prince George Cougars",72,26,41,57,0.396,158,223,0.125,0.821,"WHL",2005,"0","Prince George Cougars","Prince George Cougars_2005"
"04_05","Swift Current Swift Current Broncos",72,22,41,53,0.368,135,218,0.104,0.835,"WHL",2005,"0","Swift Current Broncos","Swift Current Broncos_2005"
"04_05","Moose Jaw x - Moose Jaw Warriors",72,14,47,39,0.271,182,282,0.133,0.796,"WHL",2005,"0","Moose Jaw Warriors","Moose Jaw Warriors_2005"
"04_05","Regina Regina Pats",72,12,50,34,0.236,154,285,0.122,0.759,"WHL",2005,"0","Regina Pats","Regina Pats_2005"
"05_06","Medicine Hat xy - Medicine Hat Tigers",72,47,16,103,0.715,257,171,0.203,0.861,"WHL",2006,"0","Medicine Hat Tigers","Medicine Hat Tigers_2006"
"05_06","Vancouver xy - Vancouver Giants",72,47,19,100,0.694,252,156,0.196,0.869,"WHL",2006,"0","Vancouver Giants","Vancouver Giants_2006"
"05_06","Moose Jaw xy - Moose Jaw Warriors",72,44,20,96,0.667,278,205,0.161,0.841,"WHL",2006,"0","Moose Jaw Warriors","Moose Jaw Warriors_2006"
"05_06","Everett xy - Everett Silvertips",72,40,27,85,0.59,203,158,0.193,0.86,"WHL",2006,"0","Everett Silvertips","Everett Silvertips_2006"
"05_06","Calgary x - Calgary Hitmen",72,47,18,101,0.701,195,155,0.155,0.863,"WHL",2006,"0","Calgary Hitmen","Calgary Hitmen_2006"
"05_06","Kelowna x - Kelowna Rockets",72,46,22,96,0.667,243,188,0.212,0.83,"WHL",2006,"0","Kelowna Rockets","Kelowna Rockets_2006"
"05_06","Kootenay x - Kootenay Ice",72,45,23,94,0.653,233,177,0.192,0.842,"WHL",2006,"0","Kootenay Ice","Kootenay Ice_2006"
"05_06","Saskatoon x - Saskatoon Blades",72,41,25,88,0.611,232,217,0.183,0.845,"WHL",2006,"0","Saskatoon Blades","Saskatoon Blades_2006"
"05_06","Regina x - Regina Pats",72,40,27,85,0.59,236,234,0.191,0.846,"WHL",2006,"0","Regina Pats","Regina Pats_2006"
"05_06","Prince George x - Prince George Cougars",72,35,31,76,0.528,195,195,0.159,0.852,"WHL",2006,"0","Prince George Cougars","Prince George Cougars_2006"
"05_06","Seattle x - Seattle Thunderbirds",72,35,31,76,0.528,186,211,0.118,0.801,"WHL",2006,"0","Seattle Thunderbirds","Seattle Thunderbirds_2006"
"05_06","Kamloops x - Kamloops Blazers",72,34,33,73,0.507,179,196,0.141,0.817,"WHL",2006,"0","Kamloops Blazers","Kamloops Blazers_2006"
"05_06","Portland x - Portland Winter Hawks",72,32,32,72,0.5,204,258,0.173,0.793,"WHL",2006,"0","Portland Winter Hawks","Portland Winter Hawks_2006"
"05_06","Brandon x - Brandon Wheat Kings",72,30,32,70,0.486,218,259,0.114,0.78,"WHL",2006,"0","Brandon Wheat Kings","Brandon Wheat Kings_2006"
"05_06","Tri-City x - Tri-City Americans",72,30,35,67,0.465,188,221,0.188,0.83,"WHL",2006,"0","City Americans","City Americans_2006"
"05_06","Lethbridge x - Lethbridge Hurricanes",72,27,36,63,0.438,195,250,0.15,0.821,"WHL",2006,"0","Lethbridge Hurricanes","Lethbridge Hurricanes_2006"
"05_06","Swift Current x - Swift Current Broncos",72,24,34,62,0.431,175,242,0.155,0.861,"WHL",2006,"0","Swift Current Broncos","Swift Current Broncos_2006"
"05_06","Prince Albert Prince Albert Raiders",72,25,36,61,0.424,167,228,0.165,0.847,"WHL",2006,"0","Prince Albert Raiders","Prince Albert Raiders_2006"
"05_06","Red Deer Red Deer Rebels",72,26,40,58,0.403,166,220,0.134,0.831,"WHL",2006,"0","Red Deer Rebels","Red Deer Rebels_2006"
"05_06","Spokane Spokane Chiefs",72,25,39,58,0.403,193,254,0.141,0.785,"WHL",2006,"0","Spokane Chiefs","Spokane Chiefs_2006"
"06_07","Everett xy - Everett Silvertips",72,54,15,111,0.771,239,142,0.2,0.886,"WHL",2007,"0","Everett Silvertips","Everett Silvertips_2007"
"06_07","Medicine Hat xy - Medicine Hat Tigers",72,52,17,107,0.743,264,175,0.217,0.853,"WHL",2007,"0","Medicine Hat Tigers","Medicine Hat Tigers_2007"
"06_07","Vancouver xy - Vancouver Giants",72,45,17,100,0.694,245,143,0.178,0.904,"WHL",2007,"1","Vancouver Giants","Vancouver Giants_2007"
"06_07","Brandon xy - Brandon Wheat Kings",72,41,20,93,0.646,258,214,0.212,0.823,"WHL",2007,"0","Brandon Wheat Kings","Brandon Wheat Kings_2007"
"06_07","Kootenay x - Kootenay Ice",72,49,17,104,0.722,267,189,0.21,0.842,"WHL",2007,"0","Kootenay Ice","Kootenay Ice_2007"
"06_07","Tri-City x - Tri-City Americans",72,47,23,96,0.667,240,190,0.168,0.853,"WHL",2007,"0","City Americans","City Americans_2007"
"06_07","Seattle x - Seattle Thunderbirds",72,37,21,88,0.611,209,186,0.144,0.855,"WHL",2007,"0","Seattle Thunderbirds","Seattle Thunderbirds_2007"
"06_07","Kamloops x - Kamloops Blazers",72,40,26,86,0.597,245,222,0.183,0.802,"WHL",2007,"0","Kamloops Blazers","Kamloops Blazers_2007"
"06_07","Calgary x - Calgary Hitmen",72,39,26,85,0.59,251,205,0.196,0.837,"WHL",2007,"0","Calgary Hitmen","Calgary Hitmen_2007"
"06_07","Regina x - Regina Pats",72,36,28,80,0.556,234,220,0.188,0.813,"WHL",2007,"0","Regina Pats","Regina Pats_2007"
"06_07","Spokane x - Spokane Chiefs",72,36,28,80,0.556,232,217,0.163,0.829,"WHL",2007,"0","Spokane Chiefs","Spokane Chiefs_2007"
"06_07","Red Deer x - Red Deer Rebels",72,35,28,79,0.549,206,214,0.164,0.82,"WHL",2007,"0","Red Deer Rebels","Red Deer Rebels_2007"
"06_07","Prince George x - Prince George Cougars",72,33,31,74,0.514,221,217,0.176,0.841,"WHL",2007,"0","Prince George Cougars","Prince George Cougars_2007"
