"X","Date","Period","Fighter1","Fighter1WinPct","Fighter1Team","Fighter2","Fighter2WinPct","Fighter2Team","playerId.x","position.x","team.x","Fighter1BirthDate","Fighter1Weight","Fighter1Height","nationality.x","shootsCatches.x","primaryNumber.x","primaryPosition.x","playerId.y","position.y","team.y","Fighter2BirthDate","Fighter2Weight","Fighter2Height","nationality.y","shootsCatches.y","primaryNumber.y","primaryPosition.y","Fighter1HeightInches","Fighter2HeightInches","HeightDiff","WeightDiff","Fighter1Age","Fighter2Age","AgeDiff","Win","Fighter1Handedness","Fighter2Handedness","HandednessDiff","Fighter1Position","Fighter2Position"
NA,2023-11-14,3,"Brendan Smith",0.68,"NJD","Nikolaj Ehlers",0.09,"WPG",8474090,"D","DAL","1989-02-08",195,"6' 2""","CAN","L",42,"D",8477940,"L","WPG","1996-02-14",172,"6' 0""","DNK","L",27,"L",74,72,2,23,34.7143996354523,27.7096149464571,7.00478468899522,1,"L","L",0,"D","F"
NA,2023-11-14,2,"Radko Gudas",0.06,"ANA","Jeremy Lauzon",0.71,"NSH",8475462,"D","ANA","1990-06-05",204,"6' 0""","CZE","R",3,"D",8478468,"D","NSH","1997-04-28",204,"6' 1""","CAN","L",79,"D",72,73,-1,0,33.3966735019367,26.5094554568239,6.88721804511278,0,"R","L",1,"D","D"
NA,2023-11-14,2,"Ross Johnston",0.79,"ANA","Michael McCarron",0.06,"NSH",8477527,"L","ANA","1994-02-18",235,"6' 5""","CAN","L",32,"L",8477446,"C","NSH","1995-07-04",230,"6' 6""","USA","R",34,"R",77,78,-1,5,29.6945773524721,28.3249031670084,1.36967418546366,1,"L","R",1,"F","F"
NA,2023-11-16,2,"Michael Eyssimont",0.07,"TBL","Connor Murphy",0.56,"CHI",8479591,"C","TBL","1996-09-09",180,"6' 0""","USA","L",23,"C",8476473,"D","CHI","1993-03-26",212,"6' 4""","USA","R",5,"D",72,76,-4,-32,27.1465026201868,30.5995670995671,-3.45306447938027,0,"L","R",1,"F","D"
NA,2023-11-18,1,"Jake Middleton",0.87,"MIN","Zack MacEwen",0,"OTT",8478136,"D","MIN","1996-01-02",210,"6' 3""","CAN","L",67,"D",8479772,"R","OTT","1996-07-08",205,"6' 3""","CAN","R",71,"C",75,75,0,5,27.8381180223286,27.3242196400091,0.513898382319439,1,"L","R",1,"D","F"
NA,2023-11-18,1,"Vincent Desharnais",0.48,"EDM","Austin Watson",0,"TBL",8479576,"D","VAN","1996-05-29",215,"6' 6""","CAN","R",73,"D",8475766,"L","DET","1992-01-13",204,"6' 4""","USA","R",51,"L",78,76,2,11,27.4335839598997,31.8025746183641,-4.36899065846434,1,"R","R",0,"D","F"
NA,2023-11-18,2,"Liam O'Brien",0.63,"ARI","Brenden Dillon",0.04,"WPG",8477070,"C","UTA","1994-07-29",215,"6' 1""","CAN","L",87,"C",8475455,"D","NJD","1990-11-13",225,"6' 4""","CAN","L",4,"D",73,76,-3,-10,29.2654363180679,32.9673046251994,-3.70186830713146,1,"L","L",0,"F","D"
NA,2023-11-19,2,"Mathieu Olivier",0.06,"CBJ","Nicolas Deslauriers",0.69,"PHI",8479671,"R","CBJ","1997-02-11",210,"6' 2""","USA","R",25,"R",8475235,"L","PHI","1991-02-22",221,"6' 1""","CAN","L",20,"L",74,73,1,-11,26.7308042834359,32.6938938254728,-5.96308954203691,0,"R","L",1,"F","F"
NA,2023-11-20,2,"Vincent Desharnais",0.38,"EDM","Jonah Gadjovich",0.23,"FLA",8479576,"D","VAN","1996-05-29",215,"6' 6""","CAN","R",73,"D",8479981,"L","FLA","1998-10-12",209,"6' 2""","CAN","L",41,"L",78,74,4,6,27.4390521758943,25.071314650262,2.36773752563226,1,"R","L",1,"D","F"
NA,2023-11-20,1,"Andreas Englund",0.09,"LAK","Joshua Brown",0.65,"ARI",8477971,"D","LAK","1996-01-21",189,"6' 3""","SWE","L",39,"D",8477384,"D","EDM","1994-01-21",215,"6' 5""","CAN","R",2,"D",75,77,-2,-26,27.791638186375,29.7875370243791,-1.9958988380041,0,"L","R",1,"D","D"
NA,2023-11-22,2,"Derek Forbort",0.48,"BOS","Jonah Gadjovich",0.1,"FLA",8475762,"D","VAN","1992-03-04",219,"6' 4""","USA","L",24,"D",8479981,"L","FLA","1998-10-12",209,"6' 2""","CAN","L",41,"L",76,74,2,10,31.6740715424926,25.0767828662566,6.59728867623604,1,"L","L",0,"D","F"
NA,2023-11-22,1,"Jordan Greenway",0.14,"BUF","Tom Wilson",0.47,"WSH",8478413,"L","BUF","1997-02-16",227,"6' 6""","USA","L",18,"L",8476880,"R","WSH","1994-03-29",218,"6' 4""","CAN","R",43,"R",78,76,2,9,26.7253360674413,29.6098200045568,-2.88448393711551,0,"L","R",1,"F","F"
NA,2023-11-22,2,"Nikita Zadorov",0.88,"CGY","Jeremy Lauzon",0,"NSH",8477507,"D","BOS","1995-04-16",230,"6' 5""","RUS","L",16,"D",8478468,"D","NSH","1997-04-28",204,"6' 1""","CAN","L",79,"D",77,73,4,26,28.5627705627706,26.531328320802,2.03144224196856,1,"L","L",0,"D","D"
NA,2023-11-22,1,"Dennis Gilbert",0.13,"CGY","Michael McCarron",0.25,"NSH",8478502,"D","BUF","1996-10-30",216,"6' 2""","USA","L",39,"D",8477446,"C","NSH","1995-07-04",230,"6' 6""","USA","R",34,"R",74,78,-4,-14,27.0233538391433,28.3467760309866,-1.32342219184325,0,"L","R",1,"D","F"
NA,2023-11-22,2,"Kyle Burroughs",0,"SJS","Brandon Tanev",0.59,"SEA",8477335,"D","LAK","1995-07-12",193,"6' 0""","CAN","R",88,"D",8479293,"L","SEA","1991-12-31",180,"6' 0""","CAN","L",13,"L",72,72,0,13,28.3249031670084,31.8490544543176,-3.52415128730918,0,"R","L",1,"D","F"
NA,2023-11-24,1,"Barclay Goodrow",0.09,"NYR","Garnet Hathaway",0.76,"PHI",8476624,"C","SJS","1993-02-26",215,"6' 2""","CAN","L",23,"R",8477903,"R","PHI","1991-11-23",210,"6' 2""","USA","R",21,"R",74,74,0,5,30.6979949874687,31.9584187742082,-1.26042378673958,0,"L","R",1,"F","F"
NA,2023-11-24,1,"Will Cuylle",0.19,"NYR","Garnet Hathaway",0.5,"PHI",8482157,"L","NYR","2002-02-05",211,"6' 3""","CAN","L",50,"L",8477903,"R","PHI","1991-11-23",210,"6' 2""","USA","R",21,"R",75,74,1,1,21.7683982683983,31.9584187742082,-10.19002050581,0,"L","R",1,"F","F"
NA,2023-11-24,1,"Jeremy Lauzon",0.45,"NSH","Brayden Schenn",0.21,"STL",8478468,"D","NSH","1997-04-28",204,"6' 1""","CAN","L",79,"D",8475170,"C","STL","1991-08-22",200,"6' 1""","CAN","L",10,"C",73,73,0,4,26.5367965367965,32.2128047391205,-5.67600820232399,1,"L","L",0,"D","F"
NA,2023-11-24,2,"Andreas Englund",0.97,"LAK","Sam Carrick",0.03,"ANA",8477971,"D","LAK","1996-01-21",189,"6' 3""","SWE","L",39,"D",8475842,"C","NYR","1992-02-04",204,"6' 0""","CAN","R",56,"C",75,72,3,-15,27.8025746183641,31.7588288904078,-3.95625427204375,1,"L","R",1,"D","F"
NA,2023-11-24,3,"Brenden Dillon",0.95,"WPG","Sam Reinhart",0.05,"FLA",8475455,"D","NJD","1990-11-13",225,"6' 4""","CAN","L",4,"D",8477933,"C","FLA","1995-11-06",192,"6' 1""","CAN","R",23,"C",76,73,3,33,32.983709273183,28.0103668261563,4.97334244702666,1,"L","R",1,"D","F"
NA,2023-11-24,3,"Teddy Blueger",0.13,"VAN","Yanni Gourde",0.12,"SEA",8476927,"C","VAN","1994-08-15",185,"6' 0""","LVA","L",53,"C",8476826,"C","SEA","1991-12-15",172,"5' 9""","CAN","L",37,"C",72,69,3,13,29.235361130098,31.8982683982684,-2.66290726817043,1,"L","L",0,"F","F"
NA,2023-11-27,3,"Matthew Tkachuk",0.59,"FLA","Jake Sanderson",0.03,"OTT",8479314,"L","FLA","1997-12-11",202,"6' 2""","USA","L",19,"L",8482105,"D","OTT","2002-07-08",185,"6' 2""","USA","L",85,"D",74,74,0,17,25.9242424242424,21.3583959899749,4.56584643426749,1,"L","L",0,"F","D"
NA,2023-11-28,2,"Sam Bennett",0.91,"FLA","Max Domi",0.09,"TOR",8477935,"C","FLA","1996-06-20",195,"6' 1""","CAN","L",93,"C",8477503,"C","TOR","1995-03-02",193,"5' 10""","CAN","L",13,"C",73,70,3,2,27.4007746639326,28.7020961494646,-1.30132148553201,1,"L","L",0,"F","F"
NA,2023-11-28,3,"Anders Lee",0.06,"NYI","Brendan Smith",0.89,"NJD",8475314,"L","NYI","1990-07-03",231,"6' 3""","USA","L",27,"L",8474090,"D","DAL","1989-02-08",195,"6' 2""","CAN","L",42,"D",75,74,1,36,33.3583959899749,34.752677147414,-1.39428115743905,0,"L","L",0,"F","D"
NA,2023-11-28,2,"John Ludvig",0.77,"PIT","Michael McCarron",0.15,"NSH",8481206,"D","COL","2000-08-02",213,"6' 1""","CZE","L",53,"D",8477446,"C","NSH","1995-07-04",230,"6' 6""","USA","R",34,"R",73,78,-5,-17,23.2886762360447,28.3631806789701,-5.07450444292549,1,"L","R",1,"D","F"
NA,2023-11-28,1,"Tanner Jeannot",0.66,"TBL","Joshua Brown",0.09,"ARI",8479661,"L","LAK","1997-05-29",208,"6' 2""","CAN","L",84,"L",8477384,"D","EDM","1994-01-21",215,"6' 5""","CAN","R",2,"D",74,77,-3,-7,26.4629756208704,29.8094098883573,-3.3464342674869,1,"L","R",1,"F","D"
NA,2023-11-30,3,"Jonah Gadjovich",0,"FLA","Josh Anderson",0.97,"MTL",8479981,"L","FLA","1998-10-12",209,"6' 2""","CAN","L",41,"L",8476981,"R","MTL","1994-05-07",221,"6' 3""","CAN","R",77,"R",74,75,-1,-12,25.0986557302347,29.5251765778082,-4.42652084757348,0,"L","R",1,"F","F"
NA,2023-11-30,2,"Givani Smith",0.58,"SJS","Trent Frederic",0.14,"BOS",8479379,"R","COL","1998-02-27",210,"6' 2""","CAN","L",48,"R",8479365,"C","BOS","1998-02-11",203,"6' 2""","USA","L",82,"C",74,74,0,7,25.7191843244475,25.7629300524037,-0.043745727956253,1,"L","L",0,"F","F"
NA,2023-11-30,2,"Fabian Zetterlund",0.15,"SJS","Brad Marchand",0.21,"BOS",8480188,"L","SJS","1999-08-25",220,"5' 11""","SWE","R",49,"L",8473419,"L","BOS","1988-05-11",181,"5' 9""","CAN","L",63,"L",71,69,2,39,24.2319434951014,35.5046707678287,-11.2727272727273,0,"R","L",1,"F","F"
NA,2023-11-30,1,"Marcus Foligno",0.04,"MIN","Luke Schenn",0.8,"NSH",8475220,"L","MIN","1991-08-10",228,"6' 3""","CAN","L",17,"L",8474568,"D","NSH","1989-11-02",221,"6' 2""","CAN","R",2,"D",75,74,1,7,32.2620186830713,34.0281385281385,-1.76611984506722,0,"L","R",1,"F","D"
NA,2023-11-30,3,"Josh Manson",0.95,"COL","Liam O'Brien",0.05,"ARI",8476312,"D","COL","1991-10-07",216,"6' 3""","CAN","R",42,"D",8477070,"C","UTA","1994-07-29",215,"6' 1""","CAN","L",87,"C",75,73,2,1,32.1034404192299,29.2982456140351,2.80519480519481,1,"R","L",1,"D","F"
NA,2023-12-02,3,"Connor Clifton",0.96,"BUF","Jack Drury",0,"CAR",8477365,"D","BUF","1995-04-28",175,"5' 11""","USA","R",75,"D",8480835,"C","COL","2000-02-03",174,"5' 11""","USA","L",72,"C",71,71,0,1,28.557302346776,23.7943722943723,4.76293005240374,1,"R","L",1,"D","F"
NA,2023-12-05,3,"Erik Gustafsson",0.32,"NYR","Dominik Kubalik",0.27,"OTT",8475640,"D","PHI","1988-12-15",180,"5' 10""","SWE","L",26,"D",8477330,"L","OTT","1995-08-21",179,"6' 2""","CZE","L",8,"L",70,74,-4,1,34.9221918432445,28.2510822510823,6.67110959216222,1,"L","L",0,"D","F"
NA,2023-12-05,3,"Erik Gustafsson",0.32,"NYR","Dominik Kubalik",0.27,"OTT",8476979,"D","DET","1992-03-14",197,"6' 0""","SWE","L",56,"D",8477330,"L","OTT","1995-08-21",179,"6' 2""","CZE","L",8,"L",72,74,-2,18,31.6822738664844,28.2510822510823,3.43119161540214,1,"L","L",0,"D","F"
NA,2023-12-05,2,"Marcus Foligno",0.83,"MIN","A.J. Greer",0.03,"CGY",8475220,"L","MIN","1991-08-10",228,"6' 3""","CAN","L",17,"L",8478421,"L","FLA","1996-12-14",210,"6' 3""","CAN","L",24,"L",75,75,0,18,32.2756892230576,26.9358623832308,5.33982683982684,1,"L","L",0,"F","F"
NA,2023-12-07,3,"Andreas Englund",0.44,"LAK","Michael Pezzetta",0.06,"MTL",8477971,"D","LAK","1996-01-21",189,"6' 3""","SWE","L",39,"D",8479543,"L","MTL","1998-03-13",216,"6' 1""","CAN","L",55,"L",75,73,2,-27,27.8381180223286,25.7000455684666,2.13807245386193,1,"L","L",0,"D","F"
NA,2023-12-07,3,"Austin Watson",0.92,"TBL","Cole Smith",0.04,"NSH",8475766,"L","DET","1992-01-13",204,"6' 4""","USA","R",51,"L",8482062,"R","NSH","1995-10-28",195,"6' 3""","USA","L",36,"L",76,75,1,9,31.8545226703121,28.0706311232627,3.78389154704945,1,"R","L",1,"F","F"
NA,2023-12-07,3,"Patrick Maroon",0.35,"MIN","Nikita Zadorov",0.1,"VAN",8474034,"L","CHI","1988-04-23",225,"6' 3""","USA","L",7,"L",8477507,"D","BOS","1995-04-16",230,"6' 5""","RUS","L",16,"D",75,77,-2,-5,35.5730234677603,28.6037821827295,6.96924128503076,1,"L","L",0,"F","D"
NA,2023-12-07,2,"Jake Middleton",0.92,"MIN","Dakota Joshua",0,"VAN",8478136,"D","MIN","1996-01-02",210,"6' 3""","CAN","L",67,"D",8478057,"C","VAN","1996-05-15",199,"6' 2""","USA","L",54,"C",75,74,1,11,27.8900660742766,27.5238095238095,0.366256550467075,1,"L","L",0,"D","F"
NA,2023-12-09,3,"Kiefer Sherwood",0.14,"NSH","Jake McCabe",0.27,"TOR",8480748,"L","VAN","1995-03-31",194,"6' 0""","USA","R",64,"R",8476931,"D","TOR","1993-10-12",206,"6' 1""","USA","L",19,"D",72,73,-1,-12,28.6528822055138,30.1157439052176,-1.4628616997038,0,"R","L",1,"F","D"
NA,2023-12-09,3,"Mathieu Joseph",0.07,"OTT","Christian Fischer",0.59,"DET",8478472,"R","STL","1997-02-09",190,"6' 1""","CAN","L",7,"R",8478432,"R","DET","1997-04-15",214,"6' 2""","USA","R",36,"R",73,74,-1,-24,26.7909546593757,26.61335156072,0.17760309865573,0,"L","R",1,"F","F"
NA,2023-12-09,3,"Juraj Slafkovsky",0.21,"MTL","Connor Clifton",0.72,"BUF",8483515,"L","MTL","2004-03-30",238,"6' 3""","SVK","L",20,"L",8477365,"D","BUF","1995-04-28",175,"5' 11""","USA","R",75,"D",75,71,4,63,19.6658692185008,28.5764411027569,-8.9105718842561,0,"L","R",1,"F","D"
NA,2023-12-09,3,"Jimmy Vesey",0.23,"NYR","Nicolas Aube-Kubel",0.27,"WSH",8476918,"L","NYR","1993-05-26",199,"6' 3""","USA","L",26,"L",8477979,"R","BUF","1996-05-10",187,"5' 11""","CAN","R",62,"R",75,71,4,12,30.4957849168376,27.5429482797904,2.95283663704716,0,"L","R",1,"F","F"
NA,2023-12-09,2,"Andreas Englund",0.73,"LAK","Scott Mayfield",0.27,"NYI",8477971,"D","LAK","1996-01-21",189,"6' 3""","SWE","L",39,"D",8476429,"D","NYI","1992-10-14",223,"6' 5""","USA","R",24,"D",75,77,-2,-34,27.8435862383231,31.1082251082251,-3.26463886990203,1,"L","R",1,"D","D"
NA,2023-12-09,1,"Brayden Schenn",0.94,"STL","Reese Johnson",0,"CHI",8475170,"C","STL","1991-08-22",200,"6' 1""","CAN","L",10,"C",8481147,"C","MIN","1998-07-10",193,"6' 1""","CAN","R",52,"C",73,73,0,7,32.2538163590795,25.3802688539531,6.87354750512645,1,"L","R",1,"F","F"
NA,2023-12-10,3,"Nick Cousins",0,"FLA","Erik Gudbranson",0.91,"CBJ",8476393,"C","OTT","1993-07-20",185,"5' 11""","CAN","L",25,"C",8475790,"D","CBJ","1992-01-07",217,"6' 5""","CAN","R",44,"D",71,77,-6,-32,30.3481430849852,31.8791296422875,-1.53098655730235,0,"L","R",1,"F","D"
NA,2023-12-10,2,"Mark Scheifele",0.07,"WPG","Ryan Strome",0.81,"ANA",8476460,"C","WPG","1993-03-15",207,"6' 3""","CAN","R",55,"C",8476458,"C","ANA","1993-07-11",194,"6' 1""","CAN","R",16,"C",75,73,2,13,30.6952608794714,30.3727500569606,0.322510822510825,0,"R","R",0,"F","F"
NA,2023-12-12,2,"Nicolas Deslauriers",0.84,"PHI","Jeremy Lauzon",0.02,"NSH",8475235,"L","PHI","1991-02-22",221,"6' 1""","CAN","L",20,"L",8478468,"D","NSH","1997-04-28",204,"6' 1""","CAN","L",79,"D",73,73,0,17,32.7567783094099,26.5860104807473,6.17076782866257,1,"L","L",0,"F","D"
NA,2023-12-14,2,"Brady Tkachuk",0.41,"OTT","Tyler Tucker",0.2,"STL",8480801,"L","OTT","1999-09-16",196,"6' 3""","USA","L",7,"L",8481006,"D","STL","2000-03-01",204,"6' 1""","CAN","L",75,"D",75,73,2,-8,24.2100706311233,23.7533606744133,0.456709956709958,1,"L","L",0,"F","D"
NA,2023-12-16,1,"John Ludvig",0.16,"PIT","Matthew Knies",0.29,"TOR",8481206,"D","COL","2000-08-02",213,"6' 1""","CZE","L",53,"D",8482720,"L","TOR","2002-10-17",210,"6' 2""","USA","L",23,"L",73,74,-1,3,23.3378901799954,21.1341991341991,2.20369104579631,0,"L","L",0,"D","F"
NA,2023-12-16,2,"Jacob Trouba",0.12,"NYR","Trent Frederic",0.38,"BOS",8476885,"D","ANA","1994-02-26",202,"6' 3""","USA","R",8,"D",8479365,"C","BOS","1998-02-11",203,"6' 2""","USA","L",82,"C",75,74,1,-1,29.7601959444065,25.80667578036,3.95352016404648,0,"R","L",1,"D","F"
NA,2023-12-16,3,"Tanner Jeannot",0.59,"TBL","Dennis Gilbert",0.26,"CGY",8479661,"L","LAK","1997-05-29",208,"6' 2""","CAN","L",84,"L",8478502,"D","BUF","1996-10-30",216,"6' 2""","USA","L",39,"D",74,74,0,-8,26.5121895648211,27.0889724310777,-0.576782866256551,1,"L","L",0,"F","D"
NA,2023-12-17,3,"Nikita Zadorov",0.06,"VAN","Reese Johnson",0.68,"CHI",8477507,"D","BOS","1995-04-16",230,"6' 5""","RUS","L",16,"D",8481147,"C","MIN","1998-07-10",193,"6' 1""","CAN","R",52,"C",77,73,4,37,28.6311232627022,25.4021417179312,3.22898154477101,0,"L","R",1,"D","F"
NA,2023-12-17,1,"Ross Johnston",0,"ANA","Kevin Bahl",0.97,"NJD",8477527,"L","ANA","1994-02-18",235,"6' 5""","CAN","L",32,"L",8480860,"D","CGY","2000-06-27",230,"6' 6""","CAN","L",88,"D",77,78,-1,5,29.7848029163819,23.4390521758943,6.34575074048758,0,"L","L",0,"F","D"
NA,2023-12-19,3,"Tyler Tucker",0.1,"STL","Erik Cernak",0.71,"TBL",8481006,"D","STL","2000-03-01",204,"6' 1""","CAN","L",75,"D",8478416,"D","TBL","1997-05-28",225,"6' 4""","SVK","R",81,"D",73,76,-3,-21,23.7670312143996,26.5231259968102,-2.75609478241057,0,"L","R",1,"D","D"
NA,2023-12-19,2,"Patrick Maroon",0.91,"MIN","Parker Wotherspoon",0.03,"BOS",8474034,"L","CHI","1988-04-23",225,"6' 3""","USA","L",7,"L",8478450,"D","BOS","1997-08-24",190,"6' 1""","CAN","L",38,"D",75,73,2,35,35.6058327637275,26.2825244930508,9.32330827067669,1,"L","L",0,"F","D"
NA,2023-12-19,1,"Connor Dewar",0.03,"MIN","Jakub Lauko",0.95,"BOS",8480980,"C","TOR","1999-06-26",183,"5' 10""","CAN","L",52,"C",8480880,"C","MIN","2000-03-28",196,"6' 0""","CZE","L",94,"C",70,72,-2,-13,24.4479380268854,23.6932102984735,0.75472772841194,0,"L","L",0,"F","F"
NA,2023-12-19,1,"Brady Tkachuk",0.93,"OTT","Mathew Dumba",0.05,"ARI",8480801,"L","OTT","1999-09-16",196,"6' 3""","USA","L",7,"L",8476856,"D","DAL","1994-07-25",182,"6' 0""","CAN","R",24,"D",75,72,3,14,24.2237411711096,29.3611300979722,-5.13738892686261,1,"L","R",1,"F","D"
NA,2023-12-21,2,"Ivan Barbashev",0.21,"VGK","Brandon Hagel",0.55,"TBL",8477964,"C","VGK","1995-12-14",187,"6' 0""","RUS","L",49,"C",8479542,"L","TBL","1998-08-27",174,"5' 11""","CAN","L",38,"L",72,71,1,13,27.9802916381864,25.2818409660515,2.69845067213489,0,"L","L",0,"F","F"
NA,2023-12-21,2,"Nicolas Roy",0.05,"VGK","Michael Eyssimont",0,"TBL",8478462,"C","VGK","1997-02-05",205,"6' 4""","CAN","R",58,"C",8479591,"C","TBL","1996-09-09",180,"6' 0""","USA","L",23,"C",76,72,4,25,26.834700387332,27.2421964000911,-0.407496012759175,1,"R","L",1,"F","F"
NA,2023-12-21,4,"Kaiden Guhle",0.88,"MTL","Marco Rossi",0.12,"MIN",8482087,"D","MTL","2002-01-18",205,"6' 2""","CAN","L",21,"D",8482079,"C","MIN","2001-09-23",182,"5' 9""","AUT","L",23,"C",74,69,5,23,21.8914331282752,22.2114376851219,-0.320004556846662,1,"L","L",0,"D","F"
NA,2023-12-21,3,"A.J. Greer",0,"CGY","Sam Carrick",0.83,"ANA",8478421,"L","FLA","1996-12-14",210,"6' 3""","CAN","L",24,"L",8475842,"C","NYR","1992-02-04",204,"6' 0""","CAN","R",56,"C",75,72,3,6,26.9796081111871,31.832649806334,-4.85304169514696,0,"L","R",1,"F","F"
NA,2023-12-22,2,"Nick Seeler",0.71,"PHI","Christian Fischer",0.09,"DET",8476372,"D","PHI","1993-06-03",198,"6' 2""","USA","L",36,"D",8478432,"R","DET","1997-04-15",214,"6' 2""","USA","R",36,"R",74,74,0,-16,30.5094554568239,26.6488949646844,3.86056049213944,1,"L","R",1,"D","F"
NA,2023-12-22,2,"Jayden Struble",0.42,"MTL","MacKenzie Entwistle",0.08,"CHI",8481593,"D","MTL","2001-09-08",207,"6' 0""","USA","L",47,"D",8480025,"R","CHI","1999-07-14",184,"6' 3""","CAN","R",58,"R",72,75,-3,23,22.2551834130782,24.4069264069264,-2.15174299384826,1,"L","R",1,"D","F"
NA,2023-12-23,1,"Keegan Kolesar",0,"VGK","Ryan Lomberg",1,"FLA",8478434,"R","VGK","1997-04-08",227,"6' 2""","CAN","R",55,"R",8479066,"L","CGY","1994-12-09",187,"5' 9""","CAN","L",56,"L",74,69,5,40,26.6707678286626,28.9973798131693,-2.32661198450672,0,"R","L",1,"F","F"
NA,2023-12-23,1,"Jakub Lauko",0.08,"BOS","Brandon Duhaime",0.7,"MIN",8480880,"C","MIN","2000-03-28",196,"6' 0""","CZE","L",94,"C",8479520,"R","WSH","1997-05-22",200,"6' 2""","USA","L",21,"R",72,74,-2,-4,23.7041467304625,26.5504670767829,-2.84632034632034,0,"L","L",0,"F","F"
NA,2023-12-23,2,"Erik Johnson",0.44,"BUF","Will Cuylle",0.39,"NYR",8473446,"D","PHI","1988-03-21",225,"6' 4""","USA","R",6,"D",8482157,"L","NYR","2002-02-05",211,"6' 3""","CAN","L",50,"L",76,75,1,14,35.7068808384598,21.847687400319,13.8591934381408,1,"R","L",1,"D","F"
NA,2023-12-23,2,"Lawson Crouse",0.73,"ARI","Miles Wood",0.14,"COL",8478474,"L","UTA","1997-06-23",220,"6' 4""","CAN","L",67,"L",8477425,"L","COL","1995-09-13",195,"6' 2""","USA","L",44,"L",76,74,2,25,26.4629756208704,28.2374117110959,-1.77443609022557,1,"L","L",0,"F","F"
NA,2023-12-27,3,"Ridly Greig",0.09,"OTT","William Lagesson",0.86,"TOR",8482092,"C","OTT","2002-08-08",183,"6' 0""","CAN","L",17,"C",8478021,"D","DET","1996-02-22",207,"6' 2""","SWE","L",84,"D",72,74,-2,-24,21.3556618819777,27.8053087263614,-6.44964684438369,0,"L","L",0,"F","D"
NA,2023-12-27,3,"Luke Kunin",1,"SJS","Alex Laferriere",0,"LAK",8479316,"C","SJS","1997-12-04",195,"6' 0""","USA","R",19,"C",8482155,"R","LAK","2001-10-28",173,"6' 0""","USA","R",78,"R",72,72,0,22,26.0254044201413,22.1321485532012,3.89325586694008,1,"R","R",0,"F","F"
NA,2023-12-29,2,"Simon Benoit",0.06,"TOR","Erik Gudbranson",0.94,"CBJ",8481122,"D","TOR","1998-09-19",191,"6' 3""","CAN","L",86,"D",8475790,"D","CBJ","1992-01-07",217,"6' 5""","CAN","R",44,"D",75,77,-2,-26,25.2408293460925,31.9310776942356,-6.69024834814309,0,"L","R",1,"D","D"
NA,2023-12-29,2,"Roman Josi",0.02,"NSH","Alex DeBrincat",0.98,"DET",8474600,"D","NSH","1990-06-01",201,"6' 1""","CHE","L",59,"D",8479337,"R","DET","1997-12-18",165,"5' 7""","USA","R",12,"L",73,67,6,36,33.5306447938027,25.9925951241741,7.53804966962862,0,"L","R",1,"D","F"
NA,2023-12-30,3,"Jake Middleton",0.82,"MIN","Brenden Dillon",0.03,"WPG",8478136,"D","MIN","1996-01-02",210,"6' 3""","CAN","L",67,"D",8475455,"D","NJD","1990-11-13",225,"6' 4""","CAN","L",4,"D",75,76,-1,-15,27.9529505582137,33.0821371610845,-5.12918660287081,1,"L","L",0,"D","D"
NA,2023-12-30,1,"Michael Pezzetta",0.93,"MTL","William Lockwood",0.07,"FLA",8479543,"L","MTL","1998-03-13",216,"6' 1""","CAN","L",55,"L",8479367,"R","FLA","1998-06-20",182,"6' 0""","USA","R",67,"R",73,72,1,34,25.7629300524037,25.492367281841,0.270562770562773,1,"L","R",1,"F","F"
NA,2023-12-30,1,"Michael McCarron",0.22,"NSH","Tom Wilson",0.48,"WSH",8477446,"C","NSH","1995-07-04",230,"6' 6""","USA","R",34,"R",8476880,"R","WSH","1994-03-29",218,"6' 4""","CAN","R",43,"R",78,76,2,12,28.4506721348827,29.713716108453,-1.26304397357029,0,"R","R",0,"F","F"
NA,2023-12-31,1,"Adam Lowry",0.2,"WPG","Patrick Maroon",0.41,"MIN",8476392,"C","WPG","1993-03-29",210,"6' 5""","USA","L",17,"C",8474034,"L","CHI","1988-04-23",225,"6' 3""","USA","L",7,"L",77,75,2,-15,30.7143996354523,35.6386420596947,-4.92424242424243,0,"L","L",0,"F","F"
NA,2023-12-31,1,"Matt Martin",1,"NYI","John Ludvig",0,"PIT",8474709,"L","NYI","1989-05-08",220,"6' 3""","CAN","L",17,"L",8481206,"D","COL","2000-08-02",213,"6' 1""","CZE","L",53,"D",75,73,2,7,34.5996810207336,23.3789017999544,11.2207792207792,1,"L","L",0,"F","D"
NA,2023-12-31,2,"Josh Anderson",0.8,"MTL","Luke Glendening",0.2,"TBL",8476981,"R","MTL","1994-05-07",221,"6' 3""","CAN","R",77,"R",8476822,"C","TBL","1989-04-28",192,"5' 11""","USA","R",41,"C",75,71,4,29,29.6099339257234,34.6270221007063,-5.01708817498291,1,"R","R",0,"F","F"
NA,2023-12-31,3,"Mattias Ekholm",0.23,"EDM","Ryan Strome",0.58,"ANA",8475218,"D","EDM","1990-05-24",215,"6' 4""","SWE","L",14,"D",8476458,"C","ANA","1993-07-11",194,"6' 1""","CAN","R",16,"C",76,73,3,21,33.5579858737754,30.4301663249032,3.12781954887219,0,"L","R",1,"D","F"
